object_id,x,y,cluster
88,578.781006,71.148003,2
89,231.524994,240.324997,5
90,285.535004,44.249001,1
91,155.048004,286.330994,5
92,401.342987,76.107002,1
93,563.367004,336.190002,2
94,360.787994,271.746002,5
95,303.001007,212.360992,6
96,531.356995,229.429993,8
97,580.044006,219.852997,2
98,510.533997,342.821991,-1
99,574.526001,75.114998,2
100,191.158997,243.658005,5
101,246.315994,119.444,4
102,580.666992,56.525002,2
103,425.29599,114.781998,4
104,293.355011,324.01001,3
105,299.07901,109.867996,4
106,311.588013,156.401001,4
107,47.73,265.82901,5
108,531.607971,249.257996,8
109,310.600006,388.644989,3
110,48.882,96.461998,1
111,255.623993,291.362,3
112,556.973999,103.401001,2
113,400.174011,238.492004,5
114,345.640015,72.763,1
115,185.979004,381.036987,3
116,248.235001,343.25,3
117,461.237,345.003998,3
118,94.467003,256.29599,5
119,190.556,56.93,1
120,111.220001,345.925995,3
121,164.447998,146.123001,4
122,240.044006,264.26001,5
123,191.673996,64.508003,1
124,319.571014,364.31601,3
125,250.626007,76.031998,1
126,186.511002,242.977997,5
127,617.70697,231.134003,2
128,318.57901,339.878998,3
129,179.167007,275.914001,5
130,329.287994,340.404999,3
131,285.095001,110.859001,4
132,242.707001,86.625999,1
133,392.158997,245.636993,5
134,55.751999,131.059998,4
135,546.065002,275.871002,-1
136,61.542,148.227005,4
137,486.225006,295.179993,-1
138,194.947998,85.250999,1
139,189.056,120.448997,4
140,288.514008,157.688004,4
141,22.17,244.408005,5
142,580.632996,44.737,2
143,37.188,279.653992,5
144,596.224976,177.266006,2
145,226.242996,191.190994,6
146,95.198997,35.962002,1
147,584.919983,321.480011,2
148,576.304016,76.634003,2
149,595.658997,175.996002,2
150,571.015991,147.929001,2
151,375.997009,128.037994,4
152,299.807007,263.045013,5
153,537.328979,309.338013,11
154,599.409973,157.429993,2
155,569.034973,54.921001,2
156,314.42099,263.390015,5
157,585.598999,365.484009,2
158,81.043999,107.056,1
159,242.302002,193.324005,6
160,179.112,65.519997,1
161,208.828003,347.434998,3
162,182.722,251.106995,5
163,596.955017,317.252991,2
164,289.915009,321.589996,3
165,324.947998,366.022003,3
166,27.569,63.438999,1
167,413.229004,275.967987,5
168,248.591003,292.214996,3
169,105.542,353.088989,3
170,365.424988,374.503998,3
171,338.360992,366.542999,3
172,639.155029,349.166992,2
173,446.302002,339.748993,3
174,446.566986,379.648987,3
175,405.065002,348.705994,3
176,486.617004,335.923004,-1
177,159.494995,353.024994,3
178,189.759003,83.817001,1
179,215.076004,76.417999,1
180,37.681999,11.543,-1
181,254.613998,64.075996,1
182,415.946991,148.757996,4
183,74.890999,92.013,1
184,268.570007,260.307007,5
185,603.994995,302.342987,2
186,141.453995,82.693001,1
187,432.445007,264.434998,5
188,594.986023,254.981003,2
189,107.974998,86.730003,1
190,669.284973,115.718002,2
191,611.838989,177.837997,2
192,656.879028,114.707001,2
193,582.362976,320.959991,2
194,272.997009,221.940994,-1
195,339.339996,388.696014,3
196,36.076,63.800999,1
197,223.567001,207.182007,6
198,243.324005,285.618988,3
199,117.537003,260.042999,5
200,503.708008,228.723007,-1
201,497.183014,114.943001,-1
202,246.078995,326.126007,3
203,68.110001,269.835999,5
204,644.323975,79.212997,2
205,300.131012,367.873993,3
206,520.663025,84.578003,2
207,244.087997,61.755001,1
208,224.802994,307.621002,3
209,530.705994,12.135,-1
210,431.114014,166.059006,4
211,260.153015,258.964996,5
212,378.29599,111.57,4
213,107.273003,264.075012,5
214,373.894012,74.102997,1
215,208.294998,270.549011,5
216,103.624001,338.820007,3
217,494.507996,372.028992,-1
218,307.424988,274.677002,5
219,33.241001,269.165009,5
220,374.02301,289.759003,5
221,61.448002,245.848007,5
222,260.261993,313.158997,3
223,336.55899,52.831001,1
224,658.234009,49.028999,2
225,15.253,248.518997,5
226,240.076996,308.300995,3
227,224.033997,260.743011,5
228,200.145004,127.792,4
229,189.343002,80.318001,1
230,536.692993,112.226997,2
231,163.529999,88.974998,1
232,594.869995,77.042,2
233,28.327,61.438,1
234,245.302002,139.858002,4
235,617.963013,126.375,2
236,394.77301,302.975006,5
237,388.834015,354.128998,3
238,287.937988,196.949997,6
239,290.501007,200.067001,6
240,92.740997,367.251007,3
241,88.982002,299.489014,5
242,592.133972,213.335007,2
243,359.384003,242.597,5
244,639.30603,67.985001,2
245,106.186996,280.048004,5
246,125.07,36.471001,1
247,383.316986,324.653992,3
248,198.179993,76.694,1
249,372.80899,136.033005,4
250,340.731995,153.291,4
251,538.643005,233.182007,8
252,4.501,321.671997,-1
253,68.914001,234.643997,5
254,54.453999,144.162003,4
255,83.811996,268.40799,5
256,615.320007,205.964996,2
257,630.385986,154.972,2
258,253.979996,186.091003,6
259,339.747009,120.445999,4
260,445.873993,139.597,4
261,238.188004,151.559006,4
262,352.335999,165.654007,4
263,149.266006,267.440002,5
264,539.255005,280.949005,-1
265,260.221985,140.565994,4
266,540.146973,174.845001,9
267,203.626007,332.286011,3
268,375.286011,385.35199,3
269,89.935997,57.570999,1
270,422.002991,250.302002,5
271,209.908005,116.775002,4
272,169.483002,267.894989,5
273,538.09198,256.804993,10
274,190.862,47.474998,1
275,85.732002,79.254997,1
276,147.203003,236.173004,5
277,488.063995,263.421997,-1
278,206.531998,155.177002,4
279,239.048996,343.421997,3
280,202.992004,198.882004,6
281,495.311005,262.528992,-1
282,358.739014,148.100998,4
283,633.526978,108.711998,2
284,337.071014,70.612,1
285,112.023003,70.038002,1
286,94.359001,177.322006,-1
287,126.774002,92.403999,1
288,617.281982,366.468994,2
289,588.445984,235.733002,2
290,198.153,194.020004,6
291,140.328995,90.264999,1
292,605.161987,87.564003,2
293,127.731003,214.024002,5
294,562.52002,130.772003,2
295,211.210999,87.259003,1
296,378.794006,294.859985,5
297,43.797001,340.708008,3
298,377.539001,134.108994,4
299,370.341003,122.888,4
300,278.665985,290.593994,3
301,374.023987,269.535004,5
302,409.058014,243.858002,5
303,590.531982,135.126999,2
304,525.307983,322.584015,-1
305,233.727005,365.075012,3
306,48.115002,342.562012,3
307,132.815994,374.196991,3
308,614.929993,266.442993,2
309,507.102997,198.024994,7
310,621.161011,256.027008,2
311,26.298,42.833,1
312,76.310997,243.141998,5
313,281.412994,130.921997,4
314,53.585999,44.758999,1
315,615.976013,297.075989,2
316,484.835999,154.979996,-1
317,391.247986,391.096985,3
318,628.432007,230.992004,2
319,285.671997,158.529007,4
320,594.76001,74.764999,2
321,111.306999,36.873001,1
322,607.565002,196.098999,2
323,414.778992,235.505005,5
324,414.651001,238.274994,5
325,253.755005,322.148987,3
326,594.502014,324.826996,2
327,191.740997,271.854004,5
328,187.024994,199.787003,6
329,452.36499,353.789001,3
330,61.756001,123.200996,4
331,593.77002,112.254997,-1
332,597.18103,131.914993,2
333,536.088013,234.565002,8
334,132.190994,209.832993,-1
335,609.875,315.332001,2
336,338.351013,243.845001,5
337,298.335999,152.056,4
338,540.372986,114.880997,2
339,277.036011,394.578003,3
340,332.88501,164.535995,4
341,238.216995,142.326004,4
342,29.584,51.57,1
343,20.589001,52.924,1
344,169.914993,137.363007,4
345,654.241028,50.978001,2
346,651.791016,79.026001,2
347,392.61499,351.181,3
348,39.737,361.884003,3
349,373.036011,299.445007,5
350,540.609009,163.442993,9
351,275.962006,367.960999,3
352,548.017029,111.445,2
353,596.604004,254.871994,2
354,34.811001,340.246002,3
355,200.399002,204.884995,6
356,445.233002,127.047997,4
357,170.533997,269.026001,5
358,622.651001,209.507996,2
359,203.901993,51.601002,1
360,542.950012,216.419998,-1
361,171.751007,373.785004,3
362,575.765991,123.603996,2
363,171.600006,72.319,1
364,559.491028,112.552002,2
365,152.091995,46.658001,1
366,172.496994,395.647003,3
367,382.031006,234.770996,5
368,196.403,86.684998,1
369,120.911003,280.428986,5
370,420.531006,291.445007,5
371,248.115997,342.200012,3
372,137.167999,70.817001,1
373,568.390991,328.130005,2
374,210.449997,63.027,1
375,237.977005,73.401001,1
376,304.234009,301.890991,3
377,56.046001,182.205002,-1
378,588.284973,259.067993,2
379,313.773987,31.993999,1
380,659.223999,101.420998,2
381,420.73999,276.485992,5
382,336.528992,163.610992,4
383,65.260002,109.389,1
384,276.787994,67.169998,1
385,261.230011,299.372009,3
386,378.483002,221.434006,5
387,423.031006,52.721001,1
388,262.053986,296.502991,3
389,651.903992,69.126999,2
390,254.511002,260.731995,5
391,272.924011,49.408001,1
392,420.889008,384.81601,3
393,258.88501,236.007996,5
394,286.704987,87.378998,1
395,598.659973,339.572998,2
396,562.911987,138.886002,2
397,614.323975,322.790985,2
398,281.716003,246.600998,5
399,282.484009,260.016998,5
400,40.603001,241.371002,5
401,352.127991,71.471001,1
402,438.04599,50.671001,1
403,32.362,60.976002,1
404,283.167999,235.470001,5
405,512.421021,51.506001,2
406,145.087997,127.996002,4
407,672.981995,50.897999,2
408,196.095993,396.480988,3
409,260.526001,64.885002,1
410,564.94397,328.513,2
411,600.75,90.898003,2
412,577.221008,300.214996,2
413,383.520996,292.488007,5
414,445.165009,140.095993,4
415,639.242004,119.103996,2
416,460.014008,250.598007,5
417,401.960999,72.637001,1
418,212.315002,351.20401,3
419,386.498993,126.073997,4
420,281.774994,266.252991,5
421,59.035,272.02301,5
422,418.630005,394.259003,3
423,569.703003,47.664001,2
424,168.123993,238.623001,5
425,566.169983,187.806,2
426,551.976013,116.696999,2
427,274.894989,54.23,1
428,153.063004,66.083,1
429,334.851013,83.235001,1
430,69.862999,117.092003,4
431,51.368999,78.225998,1
432,282.730011,186.181,6
433,235.108002,390.144012,3
434,131.513,92.707001,1
435,488.484009,219.554993,-1
436,403.273987,69.070999,1
437,617.619995,180.960999,2
438,276.511993,59.928001,1
439,393.553009,67.943001,1
440,235.753998,150.673996,4
441,302.563995,148.367996,4
442,610.265015,203.962006,2
443,192.964996,370.723999,3
444,435.765015,269.334991,5
445,589.366028,336.32901,2
446,321.05899,278.455994,5
447,614.017029,329.079987,2
448,230.955002,394.169006,3
449,376.510986,379.114014,3
450,174.307007,63.59,1
451,271.398987,80.907997,1
452,447.623993,107.356003,4
453,587.299988,147.751999,2
454,573.101013,47.248001,2
455,527.096008,366.063995,-1
456,286.109009,146.389008,4
457,398.084015,297.595001,5
458,541.822998,89.650002,2
459,537.439026,258.11499,10
460,403.609009,147.190002,4
461,200.582001,72.223,1
462,586.580994,366.575012,2
463,357.019989,73.042999,1
464,120.765999,351.346008,3
465,199.173996,271.631989,5
466,518.911987,262.173004,10
467,131.873993,48.172001,1
468,251.727005,260.917999,5
469,197.628998,332.682007,3
470,245.220001,259.317993,5
471,506.380005,366.218994,-1
472,620.53302,361.958008,2
473,0.086,66.764,-1
474,268.528992,82.028999,1
475,367.834991,288.860992,5
476,200.229004,88.624001,1
477,236.382996,249.384003,5
478,55.009998,261.770996,5
479,53.837002,292.781006,5
480,344.675995,361.290009,3
481,274.32901,210.222,6
482,622.903015,210.292007,2
483,627.031982,212.973007,2
484,656.223022,317.367004,-1
485,330.38501,245.714005,5
486,454.92099,263.765991,5
487,270.817993,24.731001,-1
488,278.239014,45.574001,1
489,454.054993,274.988007,5
490,389.01001,298.161987,5
491,604.013977,179.289993,2
492,528.794983,186.253006,9
493,371.190002,373.830994,3
494,139.591995,376.572998,3
495,54.955002,306.73999,5
496,658.281982,55.25,2
497,395.515015,147.578003,4
498,445.677002,166.938995,4
499,30.938999,272.756989,5
500,104.644997,316.207001,3
501,234.947006,71.231003,1
502,402.096008,162.858994,4
503,401.105011,273.561005,5
504,439.605011,96.977997,4
505,254.686996,119.376999,4
506,339.914001,258.837006,5
507,143.009003,238.399002,5
508,374.987,135.113998,4
509,59.588001,357.893005,3
510,408.35199,273.227997,5
511,349.712006,232.731003,5
512,580.398987,172.610992,2
513,495.699005,232.134995,-1
514,61.257999,97.155998,1
515,441.819,376.747986,3
516,274.372009,240.815994,5
517,70.615997,73.056999,1
518,388.119995,69.007004,1
519,328.444,61.955002,1
520,400.306,357.415985,3
521,265.644989,148.981003,4
522,630.164001,198.042999,2
523,65.001999,253.923004,5
524,314.321991,61.280998,1
525,578.396973,205.367996,2
526,119.412003,292.520996,5
527,38.995998,337.287994,3
528,609.27301,46.702,2
529,597.578003,241.419998,2
530,653.676025,50.756001,2
531,277.635986,287.894012,3
532,409.321991,255.151993,5
533,378.5,240.020004,5
534,616.822021,230.259003,2
535,370.799988,49.681999,1
536,386.181,48.463001,1
537,423.242004,73.038002,1
538,329.181,46.532001,1
539,560.20697,100.007004,2
540,443.897003,163.983994,4
541,197.061005,262.902008,5
542,28.940001,244.751999,5
543,605.379028,214.496994,2
544,49.018002,76.154999,1
545,276.016998,155.483002,4
546,226.335999,259.464996,5
547,193.001007,73.044998,1
548,268.214996,334.10199,3
549,415.609985,1.817,-1
550,376.302002,295.062988,5
551,607.835022,367.066986,2
552,611.291992,347.618988,2
553,442.118988,282.519989,5
554,668.39801,44.810001,2
555,31.524,46.702,1
556,631.85498,158.431,2
557,227.276993,201.919006,6
558,591.400024,91.171997,2
559,604.234009,49.032001,2
560,80.198997,298.082001,5
561,405.835999,167.522003,4
562,179.332001,335.002991,3
563,60.668999,90.633003,1
564,22.357,144.378006,4
565,93.726997,227.945007,5
566,631.547974,203.162994,2
567,324.320007,245.380005,5
568,413.80899,113.235001,4
569,454.537994,261.790985,5
570,135.167007,347.002014,3
571,85.269997,389.035004,3
572,205.983002,354.270996,3
573,68.440002,84.089996,1
574,196.524002,209.576996,6
575,141.033005,136.615005,4
576,213.692993,231.906006,5
577,82.176003,222.128998,5
578,420.925995,231.531006,5
579,135.490005,263.524994,5
580,305.256012,143.274994,4
581,567.448975,323.848999,2
582,334.43399,163.345001,4
583,233.056,159.382004,4
584,307.76001,240.274002,5
585,164.804993,318.128998,3
586,305.472992,323.001007,3
587,62.356998,85.339996,1
588,622.570007,277.084015,2
589,610.927979,176.848007,2
590,296.958008,382.220001,3
591,368.346985,49.299,1
592,503.889008,199.589005,7
593,569.684998,201.225998,2
594,365.240997,327.932007,3
595,301.596008,209.209,6
596,432.266998,156.524994,4
597,588.288025,128.990997,2
598,446.911987,345.131989,3
599,306.885986,158.826996,4
600,249.378998,129.776993,4
601,439.437988,100.976997,4
602,632.116028,166.945007,2
603,587.807007,194.820007,2
604,200.957001,71.583,1
605,244.436996,252.552994,5
606,396.352997,70.671997,1
607,326.088013,157.695999,4
608,293.819,120.084999,4
609,444.746002,57.301998,1
610,71.192001,56.442001,1
611,654.255005,68.526001,2
612,619.340027,276.388,2
613,588.976013,229.132996,2
614,46.921001,131.675003,4
615,221.087006,124.242996,4
616,132.473007,78.560997,1
617,404.279999,297.82901,5
618,282.690002,189.763,6
619,361.677002,272.813995,5
620,429.957001,284.240997,5
621,386.880005,371.377991,3
622,528.442017,254.457993,10
623,116.348999,356.704987,3
624,113.873001,52.396999,1
625,365.196991,353.709015,3
626,302.540985,368.342987,3
627,192.828995,272.395996,5
628,609.672974,137.645004,2
629,246.050003,125.088997,4
630,342.291992,130.716995,4
631,174.257004,314.825989,3
632,254.257996,379.303009,3
633,522.643005,396.739014,-1
634,303.121002,301.350006,3
635,100.117996,299.886993,5
636,232.796997,59.827,1
637,395.404999,137.845001,4
638,587.02301,85.774002,2
639,607.390991,371.054993,2
640,347.774994,66.315002,1
641,436.145996,233.916,5
642,277.976013,194.945007,6
643,426.666992,120.803001,4
644,327.778992,142.164993,4
645,431.800995,53.305,1
646,212.018005,248.311005,5
647,283.11499,263.584015,5
648,646.309021,134.464996,2
649,183.255997,252.311005,5
650,580.726013,217.399002,2
651,421.917999,281.152008,5
652,606.952026,79.225998,2
653,337.687012,384.806,3
654,59.098,130.362,4
655,281.429993,66.890999,1
656,583.700989,149.391998,2
657,534.150024,274.94101,-1
658,321.453003,63.597,1
659,338.273987,74.515999,1
660,346.707001,46.375999,1
661,611.057007,209.789001,2
662,149.684006,369.167999,3
663,564.103027,58.132999,2
664,634.151001,163.628006,2
665,285.868011,193.785995,6
666,577.250977,252.313995,2
667,367.037994,262.694,5
668,232.182999,14.735,-1
669,623.156006,344.808014,2
670,142.100006,274.213989,5
671,618.474976,195.578003,2
672,408.556,383.085999,3
673,383.032013,273.648987,5
674,263.937012,328.515015,3
675,393.022003,78.880997,1
676,347.01001,162.25,4
677,335.770996,110.078003,4
678,141.852005,235.406006,5
679,326.764008,146.695007,4
680,376.334991,291.497986,5
681,369.014008,271.109009,5
682,132.460007,395.665985,3
683,23.878,357.674011,3
684,190.647003,318.062012,3
685,539.781006,91.755997,2
686,225.300003,119.517998,4
687,643.271973,412.119995,-1
688,145.951004,234.192993,5
689,292.776001,299.494995,3
690,391.059998,131.796005,4
691,391.834015,143.348007,4
692,221.845993,261.618988,5
693,561.896973,188.425995,2
694,323.977997,50.356998,1
695,55.191002,249.806,5
696,140.046005,371.253998,3
697,338.726013,124.870003,4
698,141.315002,270.173004,5
699,576.685974,66.819,2
700,354.872009,247.498993,5
701,567.952026,311.984985,2
702,490.674988,364.312012,-1
703,283.104004,202.559998,6
704,145.889999,252.356003,5
705,375.606995,75.366997,1
706,567.893005,357.708008,2
707,376.908997,289.235992,5
708,282.660004,351.256012,3
709,63.759998,274.755005,5
710,232.020996,123.391998,4
711,144.488998,125.630997,4
712,475.057007,47.576,-1
713,630.505981,138.473999,2
714,593.666016,322.634003,2
715,233.128998,236.923004,5
716,239.490005,319.510986,3
717,424.477997,147.723007,4
718,406.562988,142.873993,4
719,524.924011,286.149994,-1
720,598.697021,88.444,2
721,244.354004,150.218994,4
722,552.338989,412.587006,-1
723,50.251999,235.873001,5
724,625.721985,212.072998,2
725,418.075989,256.608002,5
726,187.729996,337.019012,3
727,70.547997,78.171997,1
728,316.649994,312.263,3
729,603.130981,40.286999,2
730,75.302002,35.700001,1
731,353.238007,145.848007,4
732,178.867004,59.439999,1
733,247.822006,333.244995,3
734,192.313004,67.305,1
735,27.691999,292.292999,5
736,205.195007,206.572006,6
737,594.677002,87.514999,2
738,218.378998,118.133003,4
739,98.990997,125.172997,4
740,442.700012,167.664993,4
741,96.469002,293.006012,5
742,446.028015,75.615997,1
743,383.996002,362.566986,3
744,603.880005,272.059998,2
745,423.156006,234.235001,5
746,196.382004,61.134998,1
747,570.940002,151.953995,2
748,543.075989,233.018005,8
749,405.846008,282.933014,5
750,380.460999,164.778,4
751,60.404999,47.042999,1
752,290.209015,261.640015,5
753,416.076996,257.89801,5
754,130.182999,373.130005,3
755,447.269989,373.871002,3
756,371.809998,177.753006,4
757,564.848999,148.328003,2
758,125.363998,292.273987,5
759,292.053009,253.598999,5
760,127.588997,358.510986,3
761,80.806999,66.625999,1
762,614.200012,186.835999,2
763,184.988007,277.170013,5
764,566.973999,310.029999,2
765,183.608002,384.239014,3
766,201.408005,333.622986,3
767,576.700989,348.709991,2
768,625.452026,245.528,2
769,185.108002,315.665009,3
770,605.075989,44.868999,2
771,119.246002,213.182007,5
772,160.955994,131.554001,4
773,281.733002,337.328003,3
774,119.686996,80.956001,1
775,40.986,43.993999,1
776,47.812,73.610001,1
777,632.35199,196.949005,2
778,349.286011,394.957001,3
779,335.208008,151.710007,4
780,202.593994,156.610001,4
781,513.689026,53.478001,2
782,23.583,45.890999,1
783,117.670998,270.173004,5
784,74.844002,100.661003,1
785,311.134003,343.201996,3
786,271.938995,252.141006,5
787,72.704002,99.002998,1
788,536.075012,91.301003,2
789,363.653992,396.032013,3
790,399.341003,114.857002,4
791,262.260986,360.428009,3
792,351.355011,130.904007,4
793,352.710999,252.671997,5
794,238.854004,243.386002,5
795,40.157001,91.777,1
796,602.911987,354.940002,2
797,619.328979,339.936005,2
798,142.608994,245.018005,5
799,369.802002,277.559998,5
800,205.468994,248.345993,5
801,140.613998,86.209999,1
802,404.098999,341.029999,3
803,651.960022,53.334,2
804,89.681,62.352001,1
805,114.933998,363.317993,3
806,26.996,281.707001,5
807,389.549988,346.390991,3
808,409.158997,237.300003,5
809,231.865005,119.5,4
810,216.514999,310.402008,3
811,161.645996,243.994003,5
812,430.326996,117.361,4
813,408.049988,289.721985,5
814,305.428009,160.654007,4
815,116.921997,394.277008,3
816,252.828995,45.502998,1
817,215.671005,257.046997,5
818,228.266006,75.819,1
819,301.390015,338.52301,3
820,161.901993,241.440994,5
821,366.763,53.525002,1
822,39.195999,69.059998,1
823,355.619995,80.410004,1
824,44.638,47.23,1
825,536.044006,62.265999,2
826,575.447021,59.116001,2
827,269.071014,331.947998,3
828,625.346985,135.744995,2
829,334.277008,162.384003,4
830,132.041,70.124001,1
831,225.531998,41.203999,1
832,281.940002,236.785004,5
833,78.501999,237.794006,5
834,225.384003,18.650999,-1
835,544.35199,204.084,-1
836,175.112,77.805,1
837,583.796021,79.860001,2
838,180.556,320.261993,3
839,218.218002,369.903015,3
840,613.408997,206.425995,2
841,330.684998,247.160004,5
842,597.638977,346.652008,2
843,20.924999,67.440002,1
844,212.436996,322.622009,3
845,337.300995,121.584,4
846,618.505981,198.617996,2
847,578.200989,367.587006,2
848,548.268005,123.167999,2
849,453.138,368.993011,3
850,364.348999,124.248001,4
851,97.553001,279.812988,5
852,409.578003,352.085999,3
853,278.699005,327.014008,3
854,565.440979,146.231003,2
855,284.139008,250.087997,5
856,382.938995,231.757996,5
857,286.248993,346.89801,3
858,182.087997,43.499001,1
859,594.513977,295.325989,2
860,70.514999,76.681,1
861,219.477997,77.956001,1
862,248.938004,236.242004,5
863,500.895996,228.076004,-1
864,592.898987,152.744003,2
865,612.611023,80.339996,2
866,626.377014,273.540009,2
867,176.516006,250.272003,5
868,613.06897,76.945999,2
869,507.872986,237.783005,-1
870,23.947001,62.609001,1
871,44.351002,395.734009,3
872,178.619995,383.015015,3
873,253.214996,385.299988,3
874,304.843994,150.955994,4
875,610.882996,248.675003,2
876,654.903015,115.055,2
877,374.261993,65.218002,1
878,272.217987,187.567993,6
879,623.768005,270.128998,2
880,215.837006,395.338989,3
881,583.403015,359.923004,2
882,142.416,331.763,3
883,388.257996,66.035004,1
884,631.366028,155.725998,2
885,381.425995,294.35199,5
886,38.174999,339.730988,3
887,65.822998,290.489014,5
888,612.702026,348.097992,2
889,319.59201,159.139999,4
890,314.996002,109.652,4
891,287.347992,388.368011,3
892,554.637024,106.999001,2
893,279.889008,382.822998,3
894,313.777008,266.727997,5
895,621.880981,156.251007,2
896,619.482971,213.328003,2
897,52.087002,39.576,1
898,353.869995,241.610992,5
899,262.475006,151.479996,4
900,405.519012,229.289001,5
901,99.209999,285.346008,5
902,448.106995,83.25,1
903,535.54303,97.152,2
904,578.974976,141.919998,2
905,35.117001,82.859001,1
906,340.369995,258.683014,5
907,459.208008,275.372986,5
908,370.121002,298.041992,5
909,37.084,333.971008,3
910,508.359009,300.673004,-1
911,48.692001,266.765015,5
912,113.732002,40.230999,1
913,388.970001,291.242004,5
914,241.908997,222.115005,5
915,168.084,149.184006,4
916,34.528,42.59,1
917,574.713989,332.528015,2
918,235.029007,207.619995,6
919,271.924988,116.635002,4
920,611.01001,309.56601,2
921,578.27301,290.699005,2
922,606.890991,342.562012,2
923,282.447998,83.448997,1
924,71.037003,360.484009,3
925,350.026001,339.15799,3
926,57.867001,128.554993,4
927,533.197998,77.175003,2
928,184.751007,326.828003,3
929,380.328003,141.397995,4
930,118.567001,382.941986,3
931,341.227997,125.741997,4
932,602.030029,380.476013,2
933,443.397003,233.977005,5
934,228.740005,141.048996,4
935,313.601013,385.083008,3
936,164.651001,39.556999,1
937,600.900024,247.546005,2
938,269.557007,319.77301,3
939,232.701004,201.110992,6
940,74.735001,339.028015,3
941,444.311005,123.779999,4
942,167.246002,349.087006,3
943,102.894997,61.780998,1
944,145.438995,275.743011,5
945,209.632004,349.563995,3
946,22.816,79.416,1
947,97.174004,149.764008,4
948,47.533001,44.887001,1
949,401.059998,289.105988,5
950,224.354004,259.330994,5
951,321.278992,81.358002,1
952,347.179993,137.979996,4
953,452.13501,243.987,5
954,274.085999,399.125,3
955,243.011002,395.966003,3
956,429.897003,229.957001,5
957,98.554001,327.855011,3
958,430.412994,262.699005,5
959,573.263977,243.102997,2
960,41.672001,76.124001,1
961,538.658997,111.168999,2
962,417.691986,113.975998,4
963,130.804001,369.789001,3
964,276.941986,368.973999,3
965,291.729004,141.951996,4
966,193.690002,342.506989,3
967,101.918999,220.908005,5
968,399.255005,393.951996,3
969,303.037994,377.790009,3
970,573.984009,130.727005,2
971,233.151993,257.451996,5
972,290.213989,296.945007,3
973,109.958,266.485992,5
974,301.987,213.201004,6
975,564.68103,143.322006,2
976,94.980003,123.231003,4
977,354.287994,235.335999,5
978,661.840027,85.889999,2
979,433.898987,337.735992,3
980,513.012024,371.669006,-1
981,382.845001,234.505997,5
982,460.216003,249.320999,5
983,111.427002,37.473999,1
984,69.967003,246.5,5
985,337.25,243.518005,5
986,308.903015,133.035995,4
987,506.897003,177.091995,7
988,336.502014,242.061005,5
989,281.016998,46.502998,1
990,78.092003,295.882996,5
991,356.847992,339.859009,3
992,285.446991,286.036987,3
993,456.380005,274.579987,5
994,573.622986,85.639,2
995,73.849998,264.687988,5
996,270.598999,360.545013,3
997,485.825012,202.035004,-1
998,328.269012,143.210007,4
999,301.544006,163.712006,4
1000,352.588013,257.43399,5
1001,596.843018,255.080002,2
1002,491.794006,175.018997,7
1003,359.165985,385.901001,3
1004,595.426025,321.671997,2
1005,180.723007,152.671997,4
